"sample","day","vaccine","fish","jaw","wt"
"5",901,"4","268","0",5560
"1",0,"1","269","0",62
"2",82,"1","269","0",78
"3",246,"1","269","0",690
"4",505,"1","269","0",2280
"5",901,"1","269","0",6060
"1",0,"1","270","0",72
"2",82,"1","270","0",91
"3",246,"1","270","0",678
"4",505,"1","270","0",1770
"5",901,"1","270","0",6850
"1",0,"3","271","0",72
"2",82,"3","271","0",87
"3",246,"3","271","0",628
"4",505,"3","271","0",1780
"5",901,"3","271","0",4990
"1",0,"3","272","0",65
"2",82,"3","272","0",83
"3",246,"3","272","0",725
"4",505,"3","272","0",2120
"5",901,"3","272","0",7270
"1",0,"3","273","0",57
"2",82,"3","273","0",80
"3",246,"3","273","0",898
"4",505,"3","273","0",2460
"5",901,"3","273","0",6800
"1",0,"4","274","0",43
"2",82,"4","274","0",56
"3",246,"4","274","0",640
"4",505,"4","274","0",1480
"5",901,"4","274","0",3910
"1",0,"3","275","1",44
"2",82,"3","275","1",59
"3",246,"3","275","1",578
"4",505,"3","275","1",1330
"5",901,"3","275","1",3470
"1",0,"1","276","0",53
"2",82,"1","276","0",73
"3",246,"1","276","0",565
"4",505,"1","276","0",1480
"5",901,"1","276","0",4450
"1",0,"1","277","0",69
"2",82,"1","277","0",91
"3",246,"1","277","0",900
"4",505,"1","277","0",2660
"5",901,"1","277","0",7320
"1",0,"1","278","0",52
"2",82,"1","278","0",68
"3",246,"1","278","0",548
"4",505,"1","278","0",1800
"5",901,"1","278","0",5450
"1",0,"4","279","0",57
"2",82,"4","279","0",77
"3",246,"4","279","0",620
"4",505,"4","279","0",1260
"5",901,"4","279","0",3110
"1",0,"4","280","0",54
"2",82,"4","280","0",68
"3",246,"4","280","0",618
"4",505,"4","280","0",1580
"5",901,"4","280","0",4380
"1",0,"2","281","0",72
"2",82,"2","281","0",93
"3",246,"2","281","0",810
"4",505,"2","281","0",2170
"5",901,"2","281","0",7610
"1",0,"4","282","0",64
"2",82,"4","282","0",73
"3",246,"4","282","0",764
"4",505,"4","282","0",2200
"5",901,"4","282","0",5730
"1",0,"2","283","0",54
"2",82,"2","283","0",77
"3",246,"2","283","0",745
"4",505,"2","283","0",1560
"5",901,"2","283","0",5750
"1",0,"1","284","0",46
"2",82,"1","284","0",68
"3",246,"1","284","0",688
"4",505,"1","284","0",1930
"5",901,"1","284","0",8960
"1",0,"3","285","0",45
"2",82,"3","285","0",64
"3",246,"3","285","0",494
"4",505,"3","285","0",1680
"5",901,"3","285","0",5380
"1",0,"2","286","0",79
"2",82,"2","286","0",102
"3",246,"2","286","0",786
"4",505,"2","286","0",1680
"5",901,"2","286","0",7260
"1",0,"4","287","0",53
"2",82,"4","287","0",68
"3",246,"4","287","0",738
"4",505,"4","287","0",2180
"5",901,"4","287","0",6680
"1",0,"4","288","0",57
"2",82,"4","288","0",78
"3",246,"4","288","0",588
"4",505,"4","288","0",1610
"5",901,"4","288","0",4230
"1",0,"1","289","0",61
"2",82,"1","289","0",80
"3",246,"1","289","0",708
"4",505,"1","289","0",1350
"5",901,"1","289","0",5120
"1",0,"3","290","0",63
"2",82,"3","290","0",90
"3",246,"3","290","0",666
"4",505,"3","290","0",1910
"5",901,"3","290","0",5500
"1",0,"1","291","0",52
"2",82,"1","291","0",76
"3",246,"1","291","0",688
"4",505,"1","291","0",1900
"5",901,"1","291","0",6300
"1",0,"4","292","1",78
"2",82,"4","292","1",80
"3",246,"4","292","1",685
"4",505,"4","292","1",1620
"5",901,"4","292","1",4380
"1",0,"1","293","0",53
"2",82,"1","293","0",68
"3",246,"1","293","0",460
"4",505,"1","293","0",1230
"5",901,"1","293","0",5470
"1",0,"2","294","0",49
"2",82,"2","294","0",60
"3",246,"2","294","0",500
"4",505,"2","294","0",1350
"5",901,"2","294","0",5770
"1",0,"3","295","0",66
"2",82,"3","295","0",82
"3",246,"3","295","0",562
"4",505,"3","295","0",1650
"5",901,"3","295","0",7500
"1",0,"2","296","0",58
"2",82,"2","296","0",85
"3",246,"2","296","0",720
"4",505,"2","296","0",1770
"5",901,"2","296","0",5540
"1",0,"3","297","0",72
"2",82,"3","297","0",95
"3",246,"3","297","0",895
"4",505,"3","297","0",3370
"5",901,"3","297","0",5030
"1",0,"2","298","0",52
"2",82,"2","298","0",61
"3",246,"2","298","0",568
"4",505,"2","298","0",1280
"5",901,"2","298","0",3450
"1",0,"2","299","0",67
"2",82,"2","299","0",88
"3",246,"2","299","0",838
"4",505,"2","299","0",2280
"5",901,"2","299","0",7420
"1",0,"1","300","0",64
"2",82,"1","300","0",89
"3",246,"1","300","0",548
"4",505,"1","300","0",1830
"5",901,"1","300","0",6830
"1",0,"1","301","0",50
"2",82,"1","301","0",58
"3",246,"1","301","0",592
"4",505,"1","301","0",1620
"5",901,"1","301","0",5600
"1",0,"3","302","0",58
"2",82,"3","302","0",61
"3",246,"3","302","0",618
"4",505,"3","302","0",1610
"5",901,"3","302","0",5890
"1",0,"3","303","0",54
"2",82,"3","303","0",75
"3",246,"3","303","0",834
"4",505,"3","303","0",2370
"5",901,"3","303","0",7750
"1",0,"2","304","0",70
"2",82,"2","304","0",88
"3",246,"2","304","0",732
"4",505,"2","304","0",2670
"5",901,"2","304","0",4480
"1",0,"4","305","0",53
"2",82,"4","305","0",81
"3",246,"4","305","0",756
"4",505,"4","305","0",2720
"5",901,"4","305","0",6800
"1",0,"4","306","0",58
"2",82,"4","306","0",70
"3",246,"4","306","0",634
"4",505,"4","306","0",1490
"5",901,"4","306","0",3840
"1",0,"2","307","0",55
"2",82,"2","307","0",72
"3",246,"2","307","0",668
"4",505,"2","307","0",1820
"5",901,"2","307","0",6160
"1",0,"4","308","0",65
"2",82,"4","308","0",83
"3",246,"4","308","0",632
"4",505,"4","308","0",1680
"5",901,"4","308","0",5170
"1",0,"2","309","0",62
"2",82,"2","309","0",79
"3",246,"2","309","0",755
"4",505,"2","309","0",2020
"5",901,"2","309","0",2840
"1",0,"2","310","1",60
"2",82,"2","310","1",73
"3",246,"2","310","1",500
"4",505,"2","310","1",990
"5",901,"2","310","1",4080
"1",0,"4","311","0",41
"2",82,"4","311","0",47
"3",246,"4","311","0",628
"4",505,"4","311","0",1240
"5",901,"4","311","0",3710
"1",0,"2","312","1",60
"2",82,"2","312","1",81
"3",246,"2","312","1",506
"4",505,"2","312","1",1320
"5",901,"2","312","1",2230
"1",0,"4","313","0",76
"2",82,"4","313","0",97
"3",246,"4","313","0",768
"4",505,"4","313","0",2050
"5",901,"4","313","0",6210
"1",0,"2","314","0",68
"2",82,"2","314","0",87
"3",246,"2","314","0",618
"4",505,"2","314","0",1990
"5",901,"2","314","0",6140
"1",0,"4","315","0",46
"2",82,"4","315","0",58
"3",246,"4","315","0",564
"4",505,"4","315","0",2270
"5",901,"4","315","0",8580
"1",0,"1","316","0",66
"2",82,"1","316","0",80
"3",246,"1","316","0",554
"4",505,"1","316","0",1620
"5",901,"1","316","0",6370
"1",0,"2","317","0",73
"2",82,"2","317","0",92
"3",246,"2","317","0",598
"4",505,"2","317","0",1380
"5",901,"2","317","0",5000
"1",0,"3","318","1",54
"2",82,"3","318","1",65
"3",246,"3","318","1",644
"4",505,"3","318","1",2080
"5",901,"3","318","1",8410
"1",0,"1","319","0",56
"2",82,"1","319","0",72
"3",246,"1","319","0",598
"4",505,"1","319","0",1990
"5",901,"1","319","0",7230
"1",0,"1","320","0",68
"2",82,"1","320","0",90
"3",246,"1","320","0",666
"4",505,"1","320","0",2560
"5",901,"1","320","0",7310
"1",0,"1","321","0",63
"2",82,"1","321","0",79
"3",246,"1","321","0",768
"4",505,"1","321","0",2150
"5",901,"1","321","0",7010
"1",0,"3","322","0",64
"2",82,"3","322","0",84
"3",246,"3","322","0",736
"4",505,"3","322","0",1830
"5",901,"3","322","0",6220
"1",0,"3","323","1",57
"2",82,"3","323","1",74
"3",246,"3","323","1",694
"4",505,"3","323","1",1730
"5",901,"3","323","1",7150
"1",0,"3","324","1",79
"2",82,"3","324","1",97
"3",246,"3","324","1",882
"4",505,"3","324","1",1740
"5",901,"3","324","1",5280
"1",0,"2","325","0",84
"2",82,"2","325","0",119
"3",246,"2","325","0",968
"4",505,"2","325","0",2390
"5",901,"2","325","0",6310
"1",0,"2","326","0",56
"2",82,"2","326","0",65
"3",246,"2","326","0",670
"4",505,"2","326","0",1680
"5",901,"2","326","0",6020
"1",0,"3","327","0",57
"2",82,"3","327","0",81
"3",246,"3","327","0",628
"4",505,"3","327","0",1930
"5",901,"3","327","0",6780
"1",0,"3","328","0",73
"2",82,"3","328","0",97
"3",246,"3","328","0",906
"4",505,"3","328","0",2950
"5",901,"3","328","0",5530
"1",0,"2","329","0",63
"2",82,"2","329","0",84
"3",246,"2","329","0",660
"4",505,"2","329","0",1680
"5",901,"2","329","0",4440
"1",0,"2","330","0",47
"2",82,"2","330","0",59
"3",246,"2","330","0",565
"4",505,"2","330","0",1380
"5",901,"2","330","0",3990
"1",0,"2","331","0",80
"2",82,"2","331","0",101
"3",246,"2","331","0",940
"4",505,"2","331","0",3540
"5",901,"2","331","0",4700
"1",0,"4","332","1",60
"2",82,"4","332","1",70
"3",246,"4","332","1",609
"4",505,"4","332","1",1280
"5",901,"4","332","1",4960
"1",0,"1","333","0",67
"2",82,"1","333","0",83
"3",246,"1","333","0",779
"4",505,"1","333","0",2240
"5",901,"1","333","0",5740
"1",0,"3","334","0",52
"2",82,"3","334","0",71
"3",246,"3","334","0",610
"4",505,"3","334","0",1440
"5",901,"3","334","0",5350
"1",0,"1","335","0",62
"2",82,"1","335","0",80
"3",246,"1","335","0",654
"4",505,"1","335","0",1200
"5",901,"1","335","0",5830
"1",0,"3","336","0",57
"2",82,"3","336","0",60
"3",246,"3","336","0",588
"4",505,"3","336","0",1340
"5",901,"3","336","0",6780
"1",0,"1","337","0",60
"2",82,"1","337","0",83
"3",246,"1","337","0",638
"4",505,"1","337","0",1780
"5",901,"1","337","0",6280
"1",0,"4","338","0",76
"2",82,"4","338","0",109
"3",246,"4","338","0",994
"4",505,"4","338","0",2780
"5",901,"4","338","0",7490
"1",0,"4","339","0",66
"2",82,"4","339","0",88
"3",246,"4","339","0",680
"4",505,"4","339","0",1540
"5",901,"4","339","0",5820
"1",0,"2","340","0",59
"2",82,"2","340","0",63
"3",246,"2","340","0",608
"4",505,"2","340","0",2390
"5",901,"2","340","0",8790
"1",0,"1","341","0",60
"2",82,"1","341","0",68
"3",246,"1","341","0",610
"4",505,"1","341","0",1830
"5",901,"1","341","0",4350
"1",0,"4","342","0",62
"2",82,"4","342","0",87
"3",246,"4","342","0",692
"4",505,"4","342","0",1940
"5",901,"4","342","0",6320
"1",0,"3","343","0",51
"2",82,"3","343","0",71
"3",246,"3","343","0",535
"4",505,"3","343","0",1700
"5",901,"3","343","0",6740
"1",0,"2","344","0",52
"2",82,"2","344","0",66
"3",246,"2","344","0",584
"4",505,"2","344","0",1560
"5",901,"2","344","0",5830
"1",0,"2","345","0",78
"2",82,"2","345","0",105
"3",246,"2","345","0",888
"4",505,"2","345","0",2460
"5",901,"2","345","0",7000
"1",0,"3","346","1",59
"2",82,"3","346","1",70
"3",246,"3","346","1",358
"4",505,"3","346","1",1190
"5",901,"3","346","1",3410
"1",0,"4","347","0",67
"2",82,"4","347","0",94
"3",246,"4","347","0",790
"4",505,"4","347","0",2770
"5",901,"4","347","0",7540
"1",0,"1","348","0",59
"2",82,"1","348","0",72
"3",246,"1","348","0",686
"4",505,"1","348","0",1380
"5",901,"1","348","0",3930
"1",0,"2","349","0",77
"2",82,"2","349","0",109
"3",246,"2","349","0",910
"4",505,"2","349","0",2820
"5",901,"2","349","0",7290
"1",0,"4","350","0",53
"2",82,"4","350","0",68
"3",246,"4","350","0",428
"4",505,"4","350","0",960
"5",901,"4","350","0",3270
"1",0,"2","351","0",53
"2",82,"2","351","0",58
"3",246,"2","351","0",512
"4",505,"2","351","0",1260
"5",901,"2","351","0",4280
"1",0,"1","352","0",51
"2",82,"1","352","0",65
"3",246,"1","352","0",595
"4",505,"1","352","0",1720
"5",901,"1","352","0",6020
"1",0,"1","353","0",81
"2",82,"1","353","0",113
"3",246,"1","353","0",786
"4",505,"1","353","0",2400
"5",901,"1","353","0",3380
"1",0,"4","354","0",74
"2",82,"4","354","0",95
"3",246,"4","354","0",800
"4",505,"4","354","0",2230
"5",901,"4","354","0",7190
"1",0,"3","355","0",60
"2",82,"3","355","0",76
"3",246,"3","355","0",512
"4",505,"3","355","0",1300
"5",901,"3","355","0",6010
"1",0,"2","356","0",79
"2",82,"2","356","0",75
"3",246,"2","356","0",795
"4",505,"2","356","0",2320
"5",901,"2","356","0",6570
"1",0,"3","357","0",68
"2",82,"3","357","0",88
"3",246,"3","357","0",684
"4",505,"3","357","0",1650
"5",901,"3","357","0",6620
"1",0,"3","358","0",65
"2",82,"3","358","0",87
"3",246,"3","358","0",628
"4",505,"3","358","0",1480
"5",901,"3","358","0",3190
"1",0,"4","359","0",53
"2",82,"4","359","0",62
"3",246,"4","359","0",438
"4",505,"4","359","0",1160
"5",901,"4","359","0",4170
"1",0,"1","360","0",45
"2",82,"1","360","0",59
"3",246,"1","360","0",504
"4",505,"1","360","0",1820
"5",901,"1","360","0",5100
"1",0,"3","361","0",53
"2",82,"3","361","0",89
"3",246,"3","361","0",998
"4",505,"3","361","0",3100
"5",901,"3","361","0",6140
"1",0,"1","362","1",52
"2",82,"1","362","1",47
"3",246,"1","362","1",295
"4",505,"1","362","1",1880
"5",901,"1","362","1",2850
"1",0,"4","363","0",57
"2",82,"4","363","0",69
"3",246,"4","363","0",485
"4",505,"4","363","0",1380
"5",901,"4","363","0",5160
"1",0,"3","364","1",93
"2",82,"3","364","1",119
"3",246,"3","364","1",802
"4",505,"3","364","1",2380
"5",901,"3","364","1",7010
"1",0,"3","365","0",62
"2",82,"3","365","0",75
"3",246,"3","365","0",614
"4",505,"3","365","0",2340
"5",901,"3","365","0",6230
"1",0,"2","366","0",54
"2",82,"2","366","0",67
"3",246,"2","366","0",488
"4",505,"2","366","0",1290
"5",901,"2","366","0",4320
"1",0,"4","367","1",64
"2",82,"4","367","1",84
"3",246,"4","367","1",932
"4",505,"4","367","1",2870
"5",901,"4","367","1",5960
"1",0,"1","368","0",64
"2",82,"1","368","0",76
"3",246,"1","368","0",678
"4",505,"1","368","0",1970
"5",901,"1","368","0",5750
"1",0,"2","369","0",61
"2",82,"2","369","0",78
"3",246,"2","369","0",654
"4",505,"2","369","0",2050
"5",901,"2","369","0",8440
"1",0,"1","370","0",61
"2",82,"1","370","0",83
"3",246,"1","370","0",815
"4",505,"1","370","0",3480
"5",901,"1","370","0",7560
"1",0,"4","371","0",56
"2",82,"4","371","0",70
"3",246,"4","371","0",668
"4",505,"4","371","0",2160
"5",901,"4","371","0",6370
"1",0,"3","372","0",63
"2",82,"3","372","0",73
"3",246,"3","372","0",704
"4",505,"3","372","0",2710
"5",901,"3","372","0",3050
"1",0,"1","373","0",64
"2",82,"1","373","0",81
"3",246,"1","373","0",636
"4",505,"1","373","0",2110
"5",901,"1","373","0",6310
"1",0,"1","374","0",47
"2",82,"1","374","0",68
"3",246,"1","374","0",565
"4",505,"1","374","0",2130
"5",901,"1","374","0",3810
"1",0,"4","375","0",79
"2",82,"4","375","0",99
"3",246,"4","375","0",822
"4",505,"4","375","0",2690
"5",901,"4","375","0",7670
"1",0,"2","376","0",80
"2",82,"2","376","0",93
"3",246,"2","376","0",640
"4",505,"2","376","0",1920
"5",901,"2","376","0",5760
"1",0,"2","377","0",48
"2",82,"2","377","0",69
"3",246,"2","377","0",690
"4",505,"2","377","0",1720
"5",901,"2","377","0",6240
"1",0,"4","378","0",65
"2",82,"4","378","0",75
"3",246,"4","378","0",640
"4",505,"4","378","0",1900
"5",901,"4","378","0",5230
"1",0,"4","379","0",61
"2",82,"4","379","0",83
"3",246,"4","379","0",578
"4",505,"4","379","0",1180
"5",901,"4","379","0",3660
"1",0,"2","380","0",68
"2",82,"2","380","0",97
"3",246,"2","380","0",988
"4",505,"2","380","0",2870
"5",901,"2","380","0",8390
"1",0,"2","381","1",41
"2",82,"2","381","1",73
"3",246,"2","381","1",638
"4",505,"2","381","1",1580
"5",901,"2","381","1",3950
"1",0,"1","382","0",75
"2",82,"1","382","0",95
"3",246,"1","382","0",780
"4",505,"1","382","0",2130
"5",901,"1","382","0",6750
"1",0,"3","383","0",55
"2",82,"3","383","0",67
"3",246,"3","383","0",696
"4",505,"3","383","0",1840
"5",901,"3","383","0",5590
"1",0,"3","384","0",46
"2",82,"3","384","0",62
"3",246,"3","384","0",708
"4",505,"3","384","0",2290
"5",901,"3","384","0",7570
"1",0,"3","385","0",68
"2",82,"3","385","0",83
"3",246,"3","385","0",624
"4",505,"3","385","0",1940
"5",901,"3","385","0",5190
"1",0,"1","386","0",65
"2",82,"1","386","0",84
"3",246,"1","386","0",632
"4",505,"1","386","0",1260
"5",901,"1","386","0",4350
"1",0,"4","387","0",56
"2",82,"4","387","0",75
"3",246,"4","387","0",568
"4",505,"4","387","0",1960
"5",901,"4","387","0",7510
"1",0,"2","388","0",55
"2",82,"2","388","0",79
"3",246,"2","388","0",722
"4",505,"2","388","0",2300
"5",901,"2","388","0",7420
"1",0,"2","389","0",35
"2",82,"2","389","0",40
"3",246,"2","389","0",388
"4",505,"2","389","0",1230
"5",901,"2","389","0",5960
"1",0,"3","390","0",79
"2",82,"3","390","0",92
"3",246,"3","390","0",760
"4",505,"3","390","0",2350
"5",901,"3","390","0",6560
"1",0,"2","391","0",70
"2",82,"2","391","0",95
"3",246,"2","391","0",795
"4",505,"2","391","0",3530
"5",901,"2","391","0",4790
"1",0,"4","392","1",58
"2",82,"4","392","1",72
"3",246,"4","392","1",690
"4",505,"4","392","1",1680
"5",901,"4","392","1",6090
"1",0,"3","393","0",55
"2",82,"3","393","0",91
"3",246,"3","393","0",680
"4",505,"3","393","0",1980
"5",901,"3","393","0",5250
"1",0,"2","394","0",65
"2",82,"2","394","0",79
"3",246,"2","394","0",612
"4",505,"2","394","0",1420
"5",901,"2","394","0",5420
"1",0,"4","395","0",51
"2",82,"4","395","0",60
"3",246,"4","395","0",570
"4",505,"4","395","0",2130
"5",901,"4","395","0",8160
"1",0,"1","396","0",65
"2",82,"1","396","0",89
"3",246,"1","396","0",598
"4",505,"1","396","0",2110
"5",901,"1","396","0",4510
"1",0,"3","397","0",55
"2",82,"3","397","0",73
"3",246,"3","397","0",600
"4",505,"3","397","0",2500
"5",901,"3","397","0",3700
"1",0,"1","398","0",54
"2",82,"1","398","0",68
"3",246,"1","398","0",608
"4",505,"1","398","0",1280
"5",901,"1","398","0",5290
"1",0,"2","399","0",62
"2",82,"2","399","0",81
"3",246,"2","399","0",990
"4",505,"2","399","0",3210
"5",901,"2","399","0",8770
"1",0,"2","400","0",72
"2",82,"2","400","0",97
"3",246,"2","400","0",798
"4",505,"2","400","0",1870
"5",901,"2","400","0",4660
